arvore,nomes,altura,dap
24768,"carne-de-vaca,carvalho-brasileiro",14,6
24769,"carne-de-vaca,carvalho-brasileiro",11,7
24770,"carne-de-vaca,carvalho-brasileiro",12,8
24771,"carne-de-vaca,carvalho-brasileiro",15,7
24772,"carne-de-vaca,carvalho-brasileiro",15,5
24773,"carne-de-vaca,carvalho-brasileiro",15,6
24774,"carne-de-vaca,carvalho-brasileiro",14,8
24775,"carne-de-vaca,carvalho-brasileiro",11,5
24776,"carne-de-vaca,carvalho-brasileiro",14,8
24777,"carne-de-vaca,carvalho-brasileiro",14,5
24778,"carne-de-vaca,carvalho-brasileiro",12,6
24779,"carne-de-vaca,carvalho-brasileiro",12,6
24780,"carne-de-vaca,carvalho-brasileiro",14,8
24781,"carne-de-vaca,carvalho-brasileiro",14,7
24782,"carne-de-vaca,carvalho-brasileiro",13,5
24783,"carne-de-vaca,carvalho-brasileiro",14,7
24784,"carne-de-vaca,carvalho-brasileiro",10,6
24785,"carne-de-vaca,carvalho-brasileiro",12,6
24786,"carne-de-vaca,carvalho-brasileiro",11,8
24787,"carne-de-vaca,carvalho-brasileiro",12,7
24788,"carne-de-vaca,carvalho-brasileiro",14,6
24789,"carne-de-vaca,carvalho-brasileiro",11,6
24790,"carne-de-vaca,carvalho-brasileiro",11,5
24791,"carne-de-vaca,carvalho-brasileiro",15,5
24792,"carne-de-vaca,carvalho-brasileiro",15,7
24793,"carne-de-vaca,carvalho-brasileiro",12,6
24794,"carne-de-vaca,carvalho-brasileiro",15,8
24795,"carne-de-vaca,carvalho-brasileiro",13,5
24796,"carne-de-vaca,carvalho-brasileiro",12,8
24797,"carne-de-vaca,carvalho-brasileiro",12,8
24798,"carne-de-vaca,carvalho-brasileiro",13,7
24799,"carne-de-vaca,carvalho-brasileiro",11,6
24800,"carne-de-vaca,carvalho-brasileiro",11,6
24801,"carne-de-vaca,carvalho-brasileiro",15,7
24802,"carne-de-vaca,carvalho-brasileiro",12,6
24803,"carne-de-vaca,carvalho-brasileiro",15,5
24804,"carne-de-vaca,carvalho-brasileiro",15,5
24805,"carne-de-vaca,carvalho-brasileiro",15,8
24806,"carne-de-vaca,carvalho-brasileiro",15,6
24807,"carne-de-vaca,carvalho-brasileiro",10,6
24808,"carne-de-vaca,carvalho-brasileiro",11,6
24809,"carne-de-vaca,carvalho-brasileiro",11,7
24810,"carne-de-vaca,carvalho-brasileiro",15,5
24811,"carne-de-vaca,carvalho-brasileiro",11,8
24812,"carne-de-vaca,carvalho-brasileiro",14,8
24813,"carne-de-vaca,carvalho-brasileiro",10,5
24814,"carne-de-vaca,carvalho-brasileiro",13,7
24815,"carne-de-vaca,carvalho-brasileiro",11,7
24816,"carne-de-vaca,carvalho-brasileiro",13,5
24817,"carne-de-vaca,carvalho-brasileiro",14,5
24818,"carne-de-vaca,carvalho-brasileiro",12,6
24819,"carne-de-vaca,carvalho-brasileiro",12,6
24820,"carne-de-vaca,carvalho-brasileiro",15,7
24821,"carne-de-vaca,carvalho-brasileiro",14,8
24822,"carne-de-vaca,carvalho-brasileiro",11,5
24823,"carne-de-vaca,carvalho-brasileiro",11,7
24824,"carne-de-vaca,carvalho-brasileiro",10,8
24825,"carne-de-vaca,carvalho-brasileiro",14,8
24826,"carne-de-vaca,carvalho-brasileiro",12,8
24827,"carne-de-vaca,carvalho-brasileiro",15,7
24828,"carne-de-vaca,carvalho-brasileiro",15,7
24829,"carne-de-vaca,carvalho-brasileiro",14,6
24830,"carne-de-vaca,carvalho-brasileiro",14,7
24831,"carne-de-vaca,carvalho-brasileiro",11,6
24832,"carne-de-vaca,carvalho-brasileiro",13,5
24833,"carne-de-vaca,carvalho-brasileiro",11,7
24834,"carne-de-vaca,carvalho-brasileiro",13,6
24835,"carne-de-vaca,carvalho-brasileiro",15,7
24836,"carne-de-vaca,carvalho-brasileiro",13,5
24837,"carne-de-vaca,carvalho-brasileiro",14,7
24838,"carne-de-vaca,carvalho-brasileiro",12,7
24839,"carne-de-vaca,carvalho-brasileiro",10,5
24840,"carne-de-vaca,carvalho-brasileiro",12,7
24841,"carne-de-vaca,carvalho-brasileiro",10,8
24842,"carne-de-vaca,carvalho-brasileiro",11,5
24843,"carne-de-vaca,carvalho-brasileiro",10,8
24844,"carne-de-vaca,carvalho-brasileiro",13,8
24845,"carne-de-vaca,carvalho-brasileiro",13,7
24846,"carne-de-vaca,carvalho-brasileiro",12,5
24847,"carne-de-vaca,carvalho-brasileiro",10,7
24848,"carne-de-vaca,carvalho-brasileiro",14,5
24849,"carne-de-vaca,carvalho-brasileiro",10,8
24850,"carne-de-vaca,carvalho-brasileiro",13,6
24851,"carne-de-vaca,carvalho-brasileiro",12,5
24852,"carne-de-vaca,carvalho-brasileiro",13,8
24853,"carne-de-vaca,carvalho-brasileiro",11,8
24854,"carne-de-vaca,carvalho-brasileiro",13,6
24855,"carne-de-vaca,carvalho-brasileiro",10,8
24856,"carne-de-vaca,carvalho-brasileiro",15,7
24857,"carne-de-vaca,carvalho-brasileiro",15,6
24858,"carne-de-vaca,carvalho-brasileiro",10,8
24859,"carne-de-vaca,carvalho-brasileiro",15,5
24860,"carne-de-vaca,carvalho-brasileiro",13,6
24861,"carne-de-vaca,carvalho-brasileiro",13,5
24862,"carne-de-vaca,carvalho-brasileiro",15,7
24863,"carne-de-vaca,carvalho-brasileiro",10,5
24864,"carne-de-vaca,carvalho-brasileiro",12,6
24865,"carne-de-vaca,carvalho-brasileiro",12,6
24866,"carne-de-vaca,carvalho-brasileiro",15,5
24867,"carne-de-vaca,carvalho-brasileiro",12,8
24868,"carne-de-vaca,carvalho-brasileiro",14,8
24869,"carne-de-vaca,carvalho-brasileiro",14,8
24870,"carne-de-vaca,carvalho-brasileiro",13,7
24871,"carne-de-vaca,carvalho-brasileiro",15,6
24872,"carne-de-vaca,carvalho-brasileiro",11,6
24873,"carne-de-vaca,carvalho-brasileiro",10,5
24874,"carne-de-vaca,carvalho-brasileiro",14,7
24875,"carne-de-vaca,carvalho-brasileiro",10,7
24876,"carne-de-vaca,carvalho-brasileiro",11,8
24877,"carne-de-vaca,carvalho-brasileiro",12,6
24878,"carne-de-vaca,carvalho-brasileiro",15,8
24879,"carne-de-vaca,carvalho-brasileiro",10,8
24880,"carne-de-vaca,carvalho-brasileiro",15,6
24881,"carne-de-vaca,carvalho-brasileiro",12,5
24882,"carne-de-vaca,carvalho-brasileiro",14,8
24883,"carne-de-vaca,carvalho-brasileiro",14,6
24884,"carne-de-vaca,carvalho-brasileiro",12,6
24885,"carne-de-vaca,carvalho-brasileiro",13,7
24886,"carne-de-vaca,carvalho-brasileiro",11,7
24887,"carne-de-vaca,carvalho-brasileiro",13,5
24888,"carne-de-vaca,carvalho-brasileiro",15,7
24889,"carne-de-vaca,carvalho-brasileiro",13,6
24890,"carne-de-vaca,carvalho-brasileiro",12,7
24891,"carne-de-vaca,carvalho-brasileiro",12,8
24892,"carne-de-vaca,carvalho-brasileiro",15,5
24893,"carne-de-vaca,carvalho-brasileiro",14,7
24894,"carne-de-vaca,carvalho-brasileiro",12,7
24895,"carne-de-vaca,carvalho-brasileiro",15,6
24896,"carne-de-vaca,carvalho-brasileiro",13,5
24897,"carne-de-vaca,carvalho-brasileiro",15,7
24898,"carne-de-vaca,carvalho-brasileiro",15,6
24899,"carne-de-vaca,carvalho-brasileiro",10,6
24900,"carne-de-vaca,carvalho-brasileiro",12,5
24901,"carne-de-vaca,carvalho-brasileiro",10,7
24902,"saraguaji,sobrasil",65,21
24903,"saraguaji,sobrasil",62,24
24904,"saraguaji,sobrasil",61,21
24905,"saraguaji,sobrasil",61,25
24906,"saraguaji,sobrasil",70,21
24907,"saraguaji,sobrasil",61,24
24908,"saraguaji,sobrasil",62,23
24909,"saraguaji,sobrasil",67,25
24910,"saraguaji,sobrasil",65,25
24911,"saraguaji,sobrasil",64,24
24912,"saraguaji,sobrasil",70,23
24913,"saraguaji,sobrasil",63,22
24914,"saraguaji,sobrasil",70,22
24915,"saraguaji,sobrasil",69,23
24916,"saraguaji,sobrasil",70,22
24917,"saraguaji,sobrasil",63,24
24918,"saraguaji,sobrasil",65,21
24919,"saraguaji,sobrasil",70,21
24920,"saraguaji,sobrasil",69,21
24921,"saraguaji,sobrasil",62,22
24922,"saraguaji,sobrasil",67,21
24923,"saraguaji,sobrasil",65,23
24924,"saraguaji,sobrasil",62,23
24925,"saraguaji,sobrasil",70,21
24926,"saraguaji,sobrasil",67,23
24927,"saraguaji,sobrasil",63,22
24928,"saraguaji,sobrasil",70,23
24929,"saraguaji,sobrasil",63,22
24930,"saraguaji,sobrasil",63,22
24931,"saraguaji,sobrasil",64,22
24932,"saraguaji,sobrasil",66,25
24933,"saraguaji,sobrasil",62,22
24934,"saraguaji,sobrasil",61,23
24935,"saraguaji,sobrasil",66,25
24936,"saraguaji,sobrasil",64,24
24937,"saraguaji,sobrasil",67,22
24938,"saraguaji,sobrasil",70,22
24939,"saraguaji,sobrasil",67,24
24940,"saraguaji,sobrasil",66,25
24941,"saraguaji,sobrasil",70,22
24942,"saraguaji,sobrasil",70,23
24943,"saraguaji,sobrasil",62,24
24944,"saraguaji,sobrasil",67,21
24945,"saraguaji,sobrasil",67,23
24946,"saraguaji,sobrasil",61,23
24947,"saraguaji,sobrasil",62,24
24948,"saraguaji,sobrasil",63,22
24949,"saraguaji,sobrasil",65,21
24950,"saraguaji,sobrasil",67,22
24951,"saraguaji,sobrasil",70,22
24952,"saraguaji,sobrasil",66,25
24953,"saraguaji,sobrasil",64,25
24954,"saraguaji,sobrasil",61,22
24955,"saraguaji,sobrasil",66,22
24956,"saraguaji,sobrasil",63,21
24957,"saraguaji,sobrasil",70,24
24958,"saraguaji,sobrasil",64,25
24959,"saraguaji,sobrasil",67,25
24960,"saraguaji,sobrasil",63,22
24961,"saraguaji,sobrasil",67,25
24962,"saraguaji,sobrasil",70,24
24963,"saraguaji,sobrasil",62,24
24964,"saraguaji,sobrasil",68,25
24965,"saraguaji,sobrasil",67,23
24966,"saraguaji,sobrasil",65,23
24967,"saraguaji,sobrasil",67,25
24968,"saraguaji,sobrasil",69,25
24969,"saraguaji,sobrasil",66,22
24970,"saraguaji,sobrasil",66,21
24971,"saraguaji,sobrasil",65,23
24972,"saraguaji,sobrasil",70,25
24973,"saraguaji,sobrasil",66,21
24974,"saraguaji,sobrasil",61,24
24975,"saraguaji,sobrasil",64,25
24976,"saraguaji,sobrasil",69,23
24977,"saraguaji,sobrasil",61,25
24978,"saraguaji,sobrasil",64,21
24979,"saraguaji,sobrasil",69,21
24980,"saraguaji,sobrasil",65,25
24981,"saraguaji,sobrasil",62,21
24982,"saraguaji,sobrasil",62,22
24983,"saraguaji,sobrasil",70,22
24984,"saraguaji,sobrasil",65,25
24985,"saraguaji,sobrasil",65,21
24986,"saraguaji,sobrasil",69,25
24987,"saraguaji,sobrasil",68,25
24988,"saraguaji,sobrasil",62,23
24989,"saraguaji,sobrasil",64,21
24990,"saraguaji,sobrasil",62,21
24991,"saraguaji,sobrasil",69,24
24992,"saraguaji,sobrasil",62,25
24993,"saraguaji,sobrasil",64,23
24994,"saraguaji,sobrasil",62,23
24995,"saraguaji,sobrasil",63,21
24996,"saraguaji,sobrasil",69,24
24997,"saraguaji,sobrasil",66,25
24998,"saraguaji,sobrasil",68,24
24999,"saraguaji,sobrasil",62,25
25000,"saraguaji,sobrasil",69,23
25001,"saraguaji,sobrasil",62,22
25002,"saraguaji,sobrasil",69,21
25003,"saraguaji,sobrasil",70,22
25004,"saraguaji,sobrasil",65,24
25005,"saraguaji,sobrasil",70,21
25006,"saraguaji,sobrasil",70,23
25007,"saraguaji,sobrasil",66,21
25008,"saraguaji,sobrasil",63,24
25009,"saraguaji,sobrasil",65,22
25010,"saraguaji,sobrasil",62,24
25011,"saraguaji,sobrasil",64,25
25012,"saraguaji,sobrasil",66,25
25013,"saraguaji,sobrasil",64,24
25014,"saraguaji,sobrasil",67,25
25015,"saraguaji,sobrasil",69,21
25016,"saraguaji,sobrasil",66,24
25017,"saraguaji,sobrasil",61,25
25018,"saraguaji,sobrasil",68,24
25019,"saraguaji,sobrasil",61,22
25020,"saraguaji,sobrasil",64,21
25021,"saraguaji,sobrasil",63,24
25022,saguaragi-amarelo,39,18
25023,saguaragi-amarelo,39,15
25024,saguaragi-amarelo,30,15
25025,saguaragi-amarelo,37,15
25026,saguaragi-amarelo,36,15
25027,saguaragi-amarelo,33,18
25028,saguaragi-amarelo,38,19
25029,saguaragi-amarelo,32,19
25030,saguaragi-amarelo,39,16
25031,saguaragi-amarelo,35,17
25032,saguaragi-amarelo,30,15
25033,saguaragi-amarelo,36,18
25034,saguaragi-amarelo,35,18
25035,saguaragi-amarelo,37,20
25036,saguaragi-amarelo,40,16
25037,saguaragi-amarelo,30,16
25038,saguaragi-amarelo,31,17
25039,saguaragi-amarelo,40,18
25040,saguaragi-amarelo,31,20
25041,saguaragi-amarelo,31,19
25042,saguaragi-amarelo,30,18
25043,saguaragi-amarelo,30,15
25044,saguaragi-amarelo,31,20
25045,saguaragi-amarelo,32,17
25046,saguaragi-amarelo,38,18
25047,saguaragi-amarelo,37,20
25048,saguaragi-amarelo,39,20
25049,saguaragi-amarelo,38,16
25050,saguaragi-amarelo,32,19
25051,saguaragi-amarelo,36,19
25052,saguaragi-amarelo,40,20
25053,saguaragi-amarelo,36,20
25054,saguaragi-amarelo,38,18
25055,saguaragi-amarelo,35,18
25056,saguaragi-amarelo,34,20
25057,saguaragi-amarelo,38,17
25058,saguaragi-amarelo,40,20
25059,saguaragi-amarelo,34,20
25060,saguaragi-amarelo,36,16
25061,saguaragi-amarelo,40,20
25062,saguaragi-amarelo,36,20
25063,saguaragi-amarelo,38,19
25064,saguaragi-amarelo,31,16
25065,saguaragi-amarelo,36,15
25066,saguaragi-amarelo,32,20
25067,saguaragi-amarelo,32,18
25068,saguaragi-amarelo,31,18
25069,saguaragi-amarelo,40,19
25070,saguaragi-amarelo,31,17
25071,saguaragi-amarelo,32,19
25072,saguaragi-amarelo,38,19
25073,saguaragi-amarelo,34,17
25074,saguaragi-amarelo,35,19
25075,saguaragi-amarelo,34,20
25076,saguaragi-amarelo,33,15
25077,saguaragi-amarelo,36,19
25078,saguaragi-amarelo,37,16
25079,saguaragi-amarelo,30,20
25080,saguaragi-amarelo,38,20
25081,saguaragi-amarelo,33,15
25082,saguaragi-amarelo,36,16
25083,saguaragi-amarelo,31,15
25084,saguaragi-amarelo,37,19
25085,saguaragi-amarelo,39,17
25086,saguaragi-amarelo,39,19
25087,saguaragi-amarelo,37,15
25088,saguaragi-amarelo,36,16
25089,saguaragi-amarelo,36,15
25090,saguaragi-amarelo,30,17
25091,saguaragi-amarelo,35,20
25092,saguaragi-amarelo,33,19
25093,saguaragi-amarelo,32,20
25094,saguaragi-amarelo,40,19
25095,saguaragi-amarelo,34,18
25096,saguaragi-amarelo,30,15
25097,saguaragi-amarelo,40,17
25098,saguaragi-amarelo,38,15
25099,saguaragi-amarelo,36,16
25100,saguaragi-amarelo,36,15
25101,saguaragi-amarelo,34,20
25102,saguaragi-amarelo,38,16
25103,saguaragi-amarelo,38,19
25104,saguaragi-amarelo,36,17
25105,saguaragi-amarelo,40,19
25106,saguaragi-amarelo,39,16
25107,saguaragi-amarelo,33,17
25108,saguaragi-amarelo,39,16
25109,saguaragi-amarelo,34,18
25110,saguaragi-amarelo,39,18
25111,saguaragi-amarelo,40,19
25112,saguaragi-amarelo,36,15
25113,saguaragi-amarelo,34,16
25114,saguaragi-amarelo,36,20
25115,saguaragi-amarelo,35,16
25116,saguaragi-amarelo,33,20
25117,saguaragi-amarelo,33,20
25118,saguaragi-amarelo,35,20
25119,saguaragi-amarelo,38,15
25120,saguaragi-amarelo,32,19
25121,saguaragi-amarelo,33,20
25122,saguaragi-amarelo,30,19
25123,saguaragi-amarelo,35,18
25124,saguaragi-amarelo,30,19
25125,saguaragi-amarelo,35,20
25126,saguaragi-amarelo,37,20
25127,saguaragi-amarelo,35,15
25128,saguaragi-amarelo,34,15
25129,saguaragi-amarelo,37,15
25130,saguaragi-amarelo,32,19
25131,saguaragi-amarelo,33,17
25132,saguaragi-amarelo,38,18
25133,saguaragi-amarelo,35,18
25134,saguaragi-amarelo,30,17
25135,saguaragi-amarelo,38,16
25136,saguaragi-amarelo,37,17
25137,saguaragi-amarelo,31,19
25138,saguaragi-amarelo,36,20
25139,saguaragi-amarelo,35,16
25140,saguaragi-amarelo,40,15
25141,saguaragi-amarelo,34,16
25142,saguaragi-amarelo,34,19
25143,saguaragi-amarelo,34,15
25144,saguaragi-amarelo,31,20
25145,saguaragi-amarelo,38,19
25146,saguaragi-amarelo,33,15
25147,saguaragi-amarelo,30,18
25148,saguaragi-amarelo,32,17
25149,saguaragi-amarelo,32,17
25150,saguaragi-amarelo,37,16
25151,saguaragi-amarelo,34,18
25152,saguaragi-amarelo,30,16
25153,saguaragi-amarelo,33,15
25154,saguaragi-amarelo,36,20
25155,saguaragi-amarelo,32,20
25156,saguaragi-amarelo,39,18
25157,saguaragi-amarelo,31,16
25158,saguaragi-amarelo,32,18
25159,saguaragi-amarelo,34,19
25160,saguaragi-amarelo,30,17
25161,saguaragi-amarelo,34,15
25162,saguaragi-amarelo,32,16
25163,saguaragi-amarelo,31,15
25164,saguaragi-amarelo,33,15
25165,saguaragi-amarelo,30,18
25166,saguaragi-amarelo,33,16
25167,saguaragi-amarelo,33,16
25168,saguaragi-amarelo,38,16
25169,saguaragi-amarelo,31,20
25170,saguaragi-amarelo,33,20
25171,saguaragi-amarelo,31,18
25172,saguaragi-amarelo,30,16
25173,saguaragi-amarelo,33,15
25174,saguaragi-amarelo,36,17
25175,saguaragi-amarelo,38,20
25176,saguaragi-amarelo,37,18
25177,saguaragi-amarelo,33,17
25178,saguaragi-amarelo,33,15
25179,saguaragi-amarelo,40,16
25180,saguaragi-amarelo,30,20
25181,saguaragi-amarelo,30,15
25182,"vachila,canela-de-veado",41,22
25183,"vachila,canela-de-veado",44,22
25184,"vachila,canela-de-veado",44,19
25185,"vachila,canela-de-veado",43,20
25186,"vachila,canela-de-veado",43,20
25187,"vachila,canela-de-veado",40,21
25188,"vachila,canela-de-veado",41,19
25189,"vachila,canela-de-veado",37,20
25190,"vachila,canela-de-veado",41,20
25191,"vachila,canela-de-veado",41,21
25192,"vachila,canela-de-veado",36,21
25193,"vachila,canela-de-veado",40,22
25194,"vachila,canela-de-veado",44,21
25195,"vachila,canela-de-veado",42,19
25196,"vachila,canela-de-veado",38,19
25197,"vachila,canela-de-veado",37,20
25198,"vachila,canela-de-veado",41,22
25199,"vachila,canela-de-veado",36,20
25200,"vachila,canela-de-veado",40,20
25201,"vachila,canela-de-veado",37,21
25202,"vachila,canela-de-veado",41,22
25203,"vachila,canela-de-veado",42,22
25204,"vachila,canela-de-veado",43,19
25205,"vachila,canela-de-veado",41,22
25206,"vachila,canela-de-veado",42,19
25207,pau-marfim,83,32
25208,pau-marfim,89,22
25209,pau-marfim,79,33
25210,pau-marfim,83,29
25211,pau-marfim,79,23
25212,pau-marfim,84,24
25213,pau-marfim,90,33
25214,pau-marfim,85,32
25215,pau-marfim,85,25
25216,pau-marfim,90,35
25217,pau-marfim,82,29
25218,pau-marfim,82,30
25219,pau-marfim,80,29
25220,pau-marfim,79,33
25221,pau-marfim,85,30
25222,pau-marfim,82,33
25223,pau-marfim,80,30
25224,pau-marfim,81,21
25225,pau-marfim,84,23
25226,pau-marfim,87,26
25227,pau-marfim,84,21
25228,pau-marfim,90,22
25229,pau-marfim,80,28
25230,pau-marfim,88,25
25231,pau-marfim,85,28
25232,pau-marfim,84,33
25233,pau-marfim,88,26
25234,pau-marfim,90,29
25235,pau-marfim,83,23
25236,pau-marfim,90,24
25237,pau-marfim,88,22
25238,pau-marfim,87,26
25239,pau-marfim,90,22
25240,pau-marfim,87,22
25241,pau-marfim,83,33
25242,pau-marfim,86,31
25243,pau-marfim,89,29
25244,pau-marfim,81,34
25245,pau-marfim,85,29
25246,pau-marfim,79,25
25247,pau-marfim,82,30
25248,pau-marfim,79,32
25249,pau-marfim,83,33
25250,pau-marfim,90,31
25251,pau-marfim,81,23
25252,pau-marfim,88,22
25253,pau-marfim,86,29
25254,pau-marfim,87,35
25255,pau-marfim,83,21
25256,pau-marfim,84,35
25257,pau-marfim,83,31
25258,pau-marfim,87,33
25259,pau-marfim,79,33
25260,pau-marfim,88,29
25261,pau-marfim,88,30
25262,pau-marfim,86,22
25263,pau-marfim,81,32
25264,pau-marfim,83,32
25265,pau-marfim,86,22
25266,pau-marfim,86,30
25267,pau-marfim,88,26
25268,pau-marfim,78,23
25269,pau-marfim,78,29
25270,pau-marfim,78,22
25271,pau-marfim,90,28
25272,pau-marfim,84,35
25273,pau-marfim,86,34
25274,pau-marfim,90,33
25275,pau-marfim,82,23
25276,pau-marfim,84,27
25277,pau-marfim,87,33
25278,pau-marfim,85,21
25279,pau-marfim,82,27
25280,pau-marfim,86,29
25281,pau-marfim,90,21
25282,pau-marfim,81,27
25283,pau-marfim,78,30
25284,pau-marfim,81,28
25285,pau-marfim,88,29
25286,pau-marfim,86,26
25287,pau-marfim,90,35
25288,pau-marfim,80,23
25289,pau-marfim,82,21
25290,pau-marfim,81,35
25291,pau-marfim,86,28
25292,pau-marfim,83,30
25293,pau-marfim,85,31
25294,pau-marfim,82,24
25295,pau-marfim,79,33
25296,pau-marfim,78,31
25297,pau-marfim,79,34
25298,pau-marfim,90,21
25299,pau-marfim,90,26
25300,pau-marfim,83,34
25301,pau-marfim,85,24
25302,pau-marfim,89,33
25303,pau-marfim,88,31
25304,pau-marfim,81,29
25305,pau-marfim,83,30
25306,pau-marfim,78,34
25307,pau-marfim,89,25
25308,pau-marfim,83,35
25309,pau-marfim,86,26
25310,pau-marfim,80,34
25311,pau-marfim,87,30
25312,pau-marfim,90,28
25313,pau-marfim,83,29
25314,pau-marfim,84,24
25315,pau-marfim,85,21
25316,pau-marfim,88,24
25317,pau-marfim,88,21
25318,pau-marfim,79,22
25319,pau-marfim,80,35
25320,pau-marfim,85,35
25321,pau-marfim,85,22
25322,pau-marfim,88,27
25323,pau-marfim,79,24
25324,pau-marfim,87,25
25325,pau-marfim,89,35
25326,pau-marfim,90,21
25327,pau-marfim,87,26
25328,pau-marfim,80,21
25329,pau-marfim,78,32
25330,pau-marfim,85,27
25331,pau-marfim,82,28
25332,pau-mulato,460,40
25333,pau-mulato,419,21
25334,pau-mulato,479,28
25335,pau-mulato,405,30
25336,pau-mulato,465,34
25337,pau-mulato,479,35
25338,pau-mulato,492,22
25339,pau-mulato,468,16
25340,pau-mulato,492,36
25341,pau-mulato,415,36
25342,pau-mulato,460,33
25343,pau-mulato,430,31
25344,pau-mulato,499,35
25345,pau-mulato,425,27
25346,pau-mulato,477,38
25347,pau-mulato,488,40
25348,pau-mulato,487,36
25349,pau-mulato,433,27
25350,pau-mulato,487,38
25351,pau-mulato,433,24
25352,pau-mulato,444,26
25353,pau-mulato,496,31
25354,pau-mulato,419,35
25355,pau-mulato,473,30
25356,pau-mulato,464,35
25357,pau-mulato,500,40
25358,pau-mulato,448,19
25359,pau-mulato,482,19
25360,pau-mulato,482,20
25361,pau-mulato,495,32
25362,pau-mulato,427,15
25363,pau-mulato,430,20
25364,pau-mulato,478,15
25365,pau-mulato,402,28
25366,pau-mulato,400,21
25367,pau-mulato,424,40
25368,pau-mulato,413,15
25369,pau-mulato,473,23
25370,pau-mulato,497,40
25371,pau-mulato,450,19
25372,pau-mulato,478,32
25373,pau-mulato,475,27
25374,pau-mulato,412,35
25375,pau-mulato,463,30
25376,pau-mulato,491,27
25377,pau-mulato,418,31
25378,pau-mulato,476,38
25379,pau-mulato,462,28
25380,pau-mulato,493,30
25381,pau-mulato,490,34
25382,pau-mulato,479,31
25383,pau-mulato,481,34
25384,pau-mulato,447,31
25385,pau-mulato,483,29
25386,pau-mulato,417,33
25387,pau-mulato,471,28
25388,pau-mulato,486,32
25389,pau-mulato,497,38
25390,pau-mulato,450,17
25391,pau-mulato,445,18
25392,pau-mulato,405,37
25393,pau-mulato,424,25
25394,pau-mulato,445,37
25395,pau-mulato,408,18
25396,pau-mulato,487,38
25397,pau-mulato,461,38
25398,pau-mulato,461,35
25399,pau-mulato,420,27
25400,pau-mulato,453,27
25401,pau-mulato,483,19
25402,pau-mulato,407,17
25403,pau-mulato,420,37
25404,pau-mulato,455,19
25405,pau-mulato,418,18
25406,pau-mulato,435,40
25407,pau-mulato,452,36
25408,pau-mulato,418,16
25409,pau-mulato,451,22
25410,pau-mulato,475,19
25411,pau-mulato,422,19
25412,pau-mulato,432,18
25413,pau-mulato,415,40
25414,pau-mulato,463,15
25415,pau-mulato,475,28
25416,pau-mulato,425,30
25417,pau-mulato,460,18
25418,pau-mulato,403,29
25419,pau-mulato,443,26
25420,pau-mulato,431,37
25421,pau-mulato,410,34
25422,pau-mulato,474,29
25423,pau-mulato,428,26
25424,pau-mulato,483,35
25425,pau-mulato,485,17
25426,pau-mulato,446,23
25427,pau-mulato,472,16
25428,pau-mulato,440,16
25429,pau-mulato,417,20
25430,pau-mulato,496,36
25431,pau-mulato,451,35
25432,pau-mulato,472,30
25433,pau-mulato,494,24
25434,pau-mulato,446,38
25435,pau-mulato,476,15
25436,pau-mulato,448,30
25437,pau-mulato,465,32
25438,pau-mulato,421,33
25439,pau-mulato,427,19
25440,pau-mulato,494,30
25441,pau-mulato,442,34
25442,pau-mulato,479,32
25443,pau-mulato,462,25
25444,pau-mulato,487,32
25445,pau-mulato,479,29
25446,pau-mulato,414,16
25447,pau-mulato,424,30
25448,pau-mulato,464,26
25449,pau-mulato,464,33
25450,pau-mulato,499,36
25451,pau-mulato,439,31
25452,pau-mulato,488,37
25453,pau-mulato,473,31
25454,pau-mulato,414,27
25455,pau-mulato,474,40
25456,pau-mulato,411,18
25457,pau-mulato,472,36
25458,pau-mulato,466,34
25459,pau-mulato,450,34
25460,pau-mulato,480,38
25461,pau-mulato,408,18
25462,pau-mulato,494,24
25463,pau-mulato,486,40
25464,pau-mulato,458,26
25465,pau-mulato,445,16
25466,pau-mulato,474,39
25467,pau-mulato,495,27
25468,pau-mulato,473,32
25469,pau-mulato,422,32
25470,pau-mulato,417,38
25471,pau-mulato,424,28
25472,pau-mulato,486,34
25473,pau-mulato,482,15
25474,pau-mulato,419,19
25475,pau-mulato,471,39
25476,pau-mulato,461,18
25477,pau-mulato,441,24
25478,pau-mulato,430,20
25479,pau-mulato,499,24
25480,pau-mulato,437,39
25481,pau-mulato,444,32
25482,pau-mulato,488,25
25483,pau-mulato,497,35
25484,pau-mulato,483,30
25485,pau-mulato,498,33
25486,pau-mulato,448,27
25487,pau-mulato,466,20
25488,pau-mulato,407,38
25489,pau-mulato,437,19
25490,pau-mulato,415,31
25491,pau-mulato,489,40
25492,pau-mulato,499,16
25493,pau-mulato,414,26
25494,pau-mulato,416,28
25495,pau-mulato,457,37
25496,pau-mulato,457,37
25497,pau-mulato,457,18
25498,pau-mulato,430,18
25499,pau-mulato,460,25
25500,pau-mulato,495,40
25501,pau-mulato,494,16
25502,pau-mulato,499,23
25503,pau-mulato,499,32
25504,pau-mulato,479,24
25505,pau-mulato,420,33
25506,pau-mulato,482,15
25507,quina-quina,31,6
25508,quina-quina,32,6
25509,quina-quina,37,5
25510,quina-quina,37,6
25511,quina-quina,36,6
25512,quina-quina,34,6
25513,quina-quina,35,6
25514,quina-quina,35,5
25515,quina-quina,40,6
25516,quina-quina,31,5
25517,quina-quina,33,5
25518,quina-quina,32,5
25519,quina-quina,40,6
25520,quina-quina,35,5
25521,quina-quina,32,5
25522,quina-quina,31,6
25523,quina-quina,30,5
25524,quina-quina,36,6
25525,quina-quina,34,6
